bucket_id,query_id,query,hotel_id,hotel_name,hotel_location,bm25_rank,vector_rank,hybrid_rank,top_review_1,top_review_2,top_review_3,relevant
bucket_5_random_mix,Q182,Khách sạn có phòng gym mở cửa 24/7,3000020018119,Four Points by Sheraton Lang Son,Lạng Sơn,8,,,"Happy vì khách sạn cho check-in sớm từ 12h, mặc dù giờ quy định là 14h, sau đó lại được cho check-out muộn 1h mà không tính phí, nên cảm thấy rất hài lòng.","Khi check in, nhân viên đưa chìa khoá phòng đã có người khác nghỉ. Vòi nước nóng bồn tắm rất yếu.","Có 1 em nhân viên nữ lễ tân rất nhiệt tình, vote 5*",
bucket_5_random_mix,Q182,Khách sạn có phòng gym mở cửa 24/7,9000000318249,The Sparrow Dalat,Lâm Đồng,,2,7,"Mình thấy ở đây ok. Sạch sẽ, đầy đủ tiện nghi.",Lần đầu trải nghiệm ở dorm nhưng phải nói là tuyệt ❤️❤️,"Mình ở dorm, sạch sẽ, thơm tho. Hơi bất tiện xíu là nvs nằm tầng dưới cùng nên tối đi vệ sinh leo lên leo xuống hơi mệt. Còn lại, oke nha. Dịch vụ 100/100, support nhiệt tình mọi chuyện, siêu dễ thươn",
bucket_5_random_mix,Q182,Khách sạn có phòng gym mở cửa 24/7,9000000095236,Sala Danang Beach Hotel,Thành Phố Đà Nẵng,1,,4,Trải nghiệm tuyệt vời lần sau sẽ đến tiếp,Sẽ ghé lại lần tới! Một vị trí đáng giá!,"Mình book 2 đêm ở đây, mọi thứ quá oke luôn. Phòng sạch sẽ, đầy đủ mọi thứ. Có bánh cookie và trái cây welcome. Nhưng điểm trừ nhỏ là tivi xem youtube hơi lag (nếu có sẵn netflix nữa thì tuyệt). Phòng",
bucket_5_random_mix,Q182,Khách sạn có phòng gym mở cửa 24/7,9000002374616,Vina Spa Hotel,Thành Phố Huế,,5,9,"Phòng sạch sẽ, nhân viên lễ tân rất thân thiện. Lần sau tới Huế gia đình sẽ ghé lại khách sạn","Khách sạn ngay khu trung tâm, tiện lợi khi di chuyển. Nội thất hơi cũ, tuy nhiên phù hợp trong tầm giá","Anh chị nhân viên rất dễ thương nhaa, tuyệttt, nào có cơ hội sẽ quay lại 🫰🏼🫰🏼",
bucket_5_random_mix,Q182,Khách sạn có phòng gym mở cửa 24/7,9000000958614,Cuu Long Hotel,Tiền Giang,,10,,"Nhân viên thân thiện, phòng sạch sẽ, tiện nghi.","Lần đầu ở khách sạn tại Mỹ Tho, cảm thấy lựa chọn vô cùng đúng, khách sạn hiện đại, sảnh đèn rất đẹp, lễ tân và các chú bảo vệ thân thiện, nhiệt tình. Đồ ăn sáng ở khách sạn đa dạng, tươi mới, nhân vi","khách sạn khá to, mình nghĩ nên trang bị thêm bồn tắm, còn lại thì phòng khá ok",
bucket_5_random_mix,Q182,Khách sạn có phòng gym mở cửa 24/7,9000000370594,Mermaid Seaside Hotel,Vũng Tàu,7,,,"Gia đình mình vừa có kỳ nghỉ rất hài lòng tại Mermaid Seaside Hotel. Phòng Deluxe Family rộng rãi, sạch bách, cực kỳ phù hợp cho nhà có hai con nhỏ. Nhân viên ở đây nhiệt tình, hỗ trợ gia đình rất chu",Okie nvien thân thiện nhiệt tình,"Sạch đẹp , nhân viên thân thiện",
bucket_5_random_mix,Q182,Khách sạn có phòng gym mở cửa 24/7,1000000620395,Wyndham Legend Halong Hotel,Hạ Long,6,1,2,Tốt nhé mọi người..,"Nhân viên phục vụ chu đáo, mình đặt 4 phòng view biển đều tuyệt đẹp. Lần sau tới sẽ lại đặt phòng ở đây","Nhân viên nhiệt tình, gần trung tâm.",
bucket_5_random_mix,Q183,Chỗ nghỉ có view ngắm hoàng hôn,1000000604033,Sapa Vista Hotel,Sa Pa,,10,,"Vị trí khách sạn khá đẹp, thuận tiện đi các nơi tham quan xung quanh, có thể đỗ ô tô trước khách sạn.","Quên không chụp hình, nhưng nvs lụt từ ngã tư đường vào trong, mùi hôi không tả nổi, phòng ốc cũng không được thơm tho, chăn thì không ra hồn chăn. Rất lấy lm trên cả thất vong","Vtri khách sạn cách nhà thờ khoảng 1.3km, cuối đường Fansipang, trên đường đến bản Cát Cát, view ổn, nhưng phần cách âm kém, nhà vệ sinh lâu thoát mùi, bữa sáng ổn, nhiều món, nhân viên thân thiện",
bucket_5_random_mix,Q183,Chỗ nghỉ có view ngắm hoàng hôn,3000010032998,Lak Tented Camp,Đắk Lắk,,5,,"Đẹp tuyệt vời, nhưng sẽ hơi nóng vào mùa hè","Dich vu khong được dao tao bai ban. Chua co kinh nghiem, khong dam bao an toan khi di tren ho (thieu ao phao, cho qua so nguoi quy dinh)","Nhân viên rất thân thiện nhiệt tình, view đẹp. Cảm ơn Lak Tented Camp đã cho chúng tôi kỳ nghỉ tuyệt vời",
bucket_5_random_mix,Q183,Chỗ nghỉ có view ngắm hoàng hôn,9000001152652,Wyndham Garden Grandworld Phu Quoc,Phú Quốc,6,,6,"Mọi thứ đều tuyệt nhưng mà khách sạn lại k có bông tăm và khi checkout thì bên ks chưa dc trơn tru lắm để khách đợi hơi lâu, khi check xong rồi thì nhân viên k báo khách 🙂","Vị trí khách sạn nằm tại trung tâm Grandworld nên khá thuận tiện di chuyển, nhưng cổng vào khuất, mình vào khách sạn bằng cổng sau vì ko tìm được cổng chính. 

Phòng cực kỳ tối giản, thậm chí còn khôn",Nhà mình ở 2 ngày nói chung mọi thứ cũng bình thường nhưng cực kì khó chịu bộ phận vệ sinh của khách sạn. Dù đã treo biển yêu cầu “make up room” từ sáng sớm và đi chơi đến hơn 1h chiều về phòng vẫn bẩ,
bucket_5_random_mix,Q183,Chỗ nghỉ có view ngắm hoàng hôn,9000000890249,Vinholidays Fiesta Phu Quoc,Phú Quốc,,7,,"Phòng di chuyển thuận lợi, ks hỗ trợ nhiệt tình, gđ tôi đã trải nghiệm và rất ưng ý","Phòng ko quá xịn nhưng sạch sẽ, khăn tắm xếp xộc xệch. Ưu điểm lễ tân thân thiện, nằm trong khu grandworld luôn nên nhà hàng quán xá tiện lợi,  thuận tiện đi safari, cách biển 600m.","Chỗ ở tạm thì ok, để ở để relax thì nên chọn các hotel khác cùng phân khúc trãi nghiệm . Ngay chợ đêm nên rất ok .",
bucket_5_random_mix,Q183,Chỗ nghỉ có view ngắm hoàng hôn,4000001062034,Melia Vinpearl Quang Binh,Quảng Bình,,3,,"1 năm đã qua đây 3 lần, rất ưng mọi thứ tại đây ❤️","Dịch vụ tại khách sạn rất tốt. Nhân viên thân thiện, nhiệt tình.",Bồn tắm không sạch & nhân viên lễ tân thái độ kém chuyên nghiệp,
bucket_5_random_mix,Q183,Chỗ nghỉ có view ngắm hoàng hôn,9000002390419,Heaven Land Homestay Phu Quoc,Phú Quốc,10,,10,"View đẹp nha các bạn, anh quản lý cũng rất nice.","Vew ngắm hoàng hôn cực đẹp, Tiện lợi và trải nghiệm sống cùng người dân rất thú vị. Anh quản lí rất nhiệt tình, thuê xe máy ở ks rất ok, phòng rất sạch sẽ.","Homestay view đẹp, nhìn ra biển rất chill. Gần chợ hải sản nên mua hải sản tươi, giá hợp lý mà đầy đủ đồ tự nấu ăn luôn.
Anh quản lý homestay rất nhiệt tình, chịu khó dẫn mình đi chợ lựa hải sản tươi.",
bucket_5_random_mix,Q183,Chỗ nghỉ có view ngắm hoàng hôn,1000000425916,Arcadia Phu Quoc Resort,Phú Quốc,9,,9,khu này sâu trong sát biển nên yên tĩnh bên trong rộng rãi xung quoanh thoáng mát rất thích hợp cho nghỉ dưỡng phòng rất rộng và có cả bàn ghế,Khách sạn cũ nhưng sát bãi biển nên giá rẻ ko đòi hỏi j thêm ưu điểm duy nhất là sát biển cũng khá ok,"Hotel cũng được ạ. Tuy hơi cũ nhưng location tuyệt vời, đi vài bước chân ra biển và có cả khu vực tắm biển có ghế nằm luôn, cát mịn, sóng nhẹ, khách sạn nằm ở khu phố tây nên toàn tây",
bucket_5_random_mix,Q183,Chỗ nghỉ có view ngắm hoàng hôn,9000000434682,Sunset Beach Resort & Spa - Beachfront Pirate Fire Show,Phú Quốc,4,,4,"Phòng đẹp, sạch sẽ, nhân viên thân thiện, thuê xe máy tiện lợi. Nhưng mà bị mỗi cái là TV không kết nối internet xem YouTube được. Mong resort sẽ cải thiện vấn đề đó. Còn lại mọi thứ ok nè!","Nhân viên rất thân thiện và nhiệt tình. Phòng sạch sẽ, cách âm. Đồ ăn buffet sáng ngon.",Rất hài lòng với kỳ nghỉ tại Resort. Phòng 360 độ có tầm nhìn rất đẹp! Chỉ tiếc là đợt mình đi thì thời tiết không được đẹp nên chưa được thưởng lãm trọn vẹn khoảnh khắc hoàng hôn đặc sắc của PQ.,
bucket_5_random_mix,Q183,Chỗ nghỉ có view ngắm hoàng hôn,1000000429469,Moonlight Hotel Hue,Thành Phố Huế,,6,,"Nói chung rất ưng nhân viên, phòng khá sạch sẽ, gần trung tâm rất náo nhiệt. Chắc chắn sẽ quay lại","Khách sạn sạch, đẹp, ngay trung tâm, rất thuận lợi di chuyển","Nằm ngay trong phố đi bộ, rất thuận lợi đi lại, có bể bơi dù hơi nhỏ. Nhân viên nhiệt tình giúp đỡ khách",
bucket_5_random_mix,Q183,Chỗ nghỉ có view ngắm hoàng hôn,1000000430754,Sun City Hotel Nha Trang,Khánh Hòa,,4,,"Sẽ quay lại nơi đây, có view thật đẹp, lễ tân thân thiện, lịch sự, chu đáo.","nhân viên thân thiện, nhiệt tình","Ks ngay trung tâm, đầy đủ các dịch vụ tiện ích. Mỗi tội là phố tây nên giá cả cũng tây. Phòng sạch sẽ, nhưng không thoáng vì xung quanh đều là ks bao quanh rồi",
bucket_5_random_mix,Q183,Chỗ nghỉ có view ngắm hoàng hôn,3000020009560,Hacom Galaxy Hotel,Ninh Thuận,5,,5,"Vị trí khách sạn gần bãi tắm Bình Sơn khoảng 300m, phòng sạch sẽ, nhân viên lễ tân nhiệt tình, thân thiện","Phòng sạch sẽ, gọn gàng, tiện nghi, đồ dùng đầy đủ. Gần biển, gần trung tâm, đi lại thuận tiện.","M đã từng đi cách đi 3 nam trước mình thấy khách sạn rất ok, nên quay lại thì thật sự khá thất vọng. Đầu tiên là ga giường rất dơ, vết ga cũ đã sử dụng nhiều lần khách chưa thay nên rất cũ và có nhiều",
bucket_5_random_mix,Q183,Chỗ nghỉ có view ngắm hoàng hôn,3000020008436,Dalat De Charme Village,Lâm Đồng,7,,7,"Khách sạn siêu dễ thương, nằm trong phog ngắm mây bay, ngắm bình minh siêu chill, KSan nằm trên đường toàn quán cafe ngắm bình minh, hoàng hôn xịn sò 😍","Khách sạn rất đẹp, khá gần chợ Đà Lạt, vị trí tuyệt vời, xung quanh có nhiều quán cà phê đẹp. Nhân viên rất nhiệt tình và thân thiện. Bữa sáng mùa thấp điểm nên order món, nhưng khẩu vị thức ăn rất ng","Phòng mình ở 1700 với giá đó Đà Lạt mình nghĩ là cao nhưng Không tủ lạh , không wifi, không bàn ủi đồ. 🥲",
bucket_5_random_mix,Q183,Chỗ nghỉ có view ngắm hoàng hôn,9000003314364,Du Parc Resort Mui Ne,Phan Thiết,8,,8,"🌿 Ấn tượng đầu tiên khi đến resort là không gian rất đẹp và yên tĩnh. Cảm giác đúng kiểu nghỉ dưỡng luôn, đặc biệt phù hợp cho gia đình có trẻ nhỏ hoặc người lớn tuổi. Ban đêm ngủ cực kỳ yên, gần như ","Đi ngày thường nên hơi vắng, phòng ốc sạch sẽ ok","nhân viên thân thiện và nhiệt tình,☺️☺️☺️",
bucket_5_random_mix,Q183,Chỗ nghỉ có view ngắm hoàng hôn,9000001180561,A La Carte Ha Long Bay Managed by TASECO,Hạ Long,1,1,1,"Phòng ốc sạch sẽ, gần bãi biển có bãi cát trắng rất đẹp. View thoáng đãng, các bạn nhân viên cũng thân thiện, nhiệt tình. Nói chung gia đình mình có một kỳ nghỉ đáng nhớ ở đây.","Phòng rộng rãi tiện lợi, nhân viên phục vụ nhẹ nhàng","Mình đã quay lại lần thứ 5 ở đây, nhưng lần này thực sự không hài lòng với dịch vụ bể bơi. Bể bơi không có phao cho khách mượn. Việc này không đảm bảo an toàn cho khách hàng. Tôi đi nhiều khách sạn nh",
bucket_5_random_mix,Q183,Chỗ nghỉ có view ngắm hoàng hôn,1000000626112,SOL by Melia Phu Quoc,Phú Quốc,2,,2,"Đây là một điểm đến tuyệt vời, dịch vụ rất tốt. Khoảng cách đến các địa điểm vui chơi và sân bay rất thuận tiện","rất đẹp
biển cũng đẹp 
nhân viên nhiệt tình","Phòng sạch sẽ, nhân viên thân thiện, view đẹp, thức ăn hợp khẩu vị - Mình sẽ ghé lại lần sau",
bucket_5_random_mix,Q183,Chỗ nghỉ có view ngắm hoàng hôn,9000003269119,Comhomes Condotel - Apec Mandala Phu Yen,Phú Yên,,9,,Full tiện nghi và trung tâm thành phố rất đẹp,"Tốt, xứng đáng với giá tiền nha cả nhà",Chuyến đi tuyệt vời hơn nhờ chọn đúng khách sạn này.,
bucket_5_random_mix,Q183,Chỗ nghỉ có view ngắm hoàng hôn,3000020010381,Huynh Duc Hotel,Đồng Tháp,,8,,"khách sạn ok, nhưng máy lạnh cũ không lạnh,còn lại rất tố","Hài lòng, dịch vụ tốt.","Phòng sạch sẽ, rộng rãi, đầy đủ nước uống máy lạnh không mát",
bucket_5_random_mix,Q183,Chỗ nghỉ có view ngắm hoàng hôn,9000000881957,The Secret Con Dao,Côn Đảo,3,,3,KS có vị trí đẹp nhìn ra biển. Gần những điểm tham quan tiện cho đi lại.,Mọi thứ khá ổn nhưng đồ ăn tại nhà hàng khách sạn nên được lưu tâm hơn. Với cá nhân mình là không hợp khẩu vị lắm,"Khách sạn đẹp, ngay vị trí gần biển view đẹp, tiện đi lại các địa điểm tham quan.",
bucket_5_random_mix,Q183,Chỗ nghỉ có view ngắm hoàng hôn,3000020018435,Best Western Premier Sonasea Phu Quoc,Phú Quốc,,2,,"Không gian xanh mát, thoáng đãng, 2 hồ bơi cực rộng, bãi biển chill, đồ ăn đa dạng và đậm vị, người Hàn nhiều nên cũng có nhiều món Hàn, có chợ đêm Sonasea cũng vui á, phòng ốc thì sạch sẽ tiện nghi ạ",Trải nghiệm tốt hết trừ lúc check in không đủ nhân viên hỗ trợ khách hàng đem hành lí lên phòng. Nhân viên tiếp đón quá ít. Còn lại đều tuyệt vời. Đầu bếp nấu ăn siêu ngon và hải sản tươi ngon 100 điể,"Mọi thứ ok, riêng nhà hàng ở đây menu không đa dạng. và khó kết hợp món. Do chỉ có 1 nhà hàng duy nhất. Mình nghĩ ở đây cần thiết kế lại Menu. Bf sáng cũng hơi chán.",
bucket_5_random_mix,Q184,Có dịch vụ cho thuê lều trại không?,9000002443328,De Vivre Homestay Mang Den,Măng Đen,3,2,1,"Nhân viên rất thân thiện, dễ thương.","Thiết kế độc đáo, nước nóng rất ok, yên tĩnh và chill","vị trí đẹp,khuôn viên rộng rãi .nhân viên Nhiệt Tình,dễ thương. Còn đồ ăn sáng thì chỉ có một tô bún không kèm thức uống. phần nước uống tự mua.",
bucket_5_random_mix,Q184,Có dịch vụ cho thuê lều trại không?,3000020009237,Vinh Hoang Hotel,Quảng Bình,,4,10,Cả nhà đều hài lòng khi ở khách sạn này.,"Ăn sáng ít món nhưng vẫn ngon, phòng ăn hơi nhỏ","Ổn, sạch, 2 giường to, 4 người nằm được. Tìm mòn mới thấy khách sạn 2 giường to, mấy nơi khác toàn giường nhỏ",
bucket_5_random_mix,Q184,Có dịch vụ cho thuê lều trại không?,1000001792168,Le's Cham Hotel,Khánh Hòa,,10,,"All services are very good, buffet sáng hơi mặn, thái độ phục vụ nhiệt tình.","Khách sạn hỗ trợ nhiệt tình từ A đến Z, bộ phận chăm sóc khách hàng rất chuyên nghiệp","Sạch đẹp, giá hợp lý, ngay trung tâm thành phố",
bucket_5_random_mix,Q184,Có dịch vụ cho thuê lều trại không?,9000000873869,Canvas Danang Beach Hotel,Thành Phố Đà Nẵng,,9,,"Phòng không hề cách âm một tý nào, nhân viên thì không welcome cho lắm, không hỗ trợ check-in cũng như hành lý lên phòng. Phòng ồn, bên kia nói bên này nghe hết trơn, ăn sáng đồ ăn không ngon và cũng ","Vị trí thuận tiện, view đẹp, lần sau sẽ ghé tiếp","Giá phòng cao so với tiện ích mà khách hàng nhận được , điều hoà ,quạt gió kêu như máy cầy , đệm ko êm, phòng hôi song xịt nước hoa đểu mùi lồng lặc .ti vi bé , chủ khách sạn nên xem lại giá phòng ks ",
bucket_5_random_mix,Q184,Có dịch vụ cho thuê lều trại không?,3000010030371,Mai Chau Valley View Hotel,Hòa Bình,,7,,Khách sạn ổn. Nhưng khá nhiều muỗi.,,,
bucket_5_random_mix,Q184,Có dịch vụ cho thuê lều trại không?,1000000324420,The Imperial Vung Tau Hotel & Resort,Vũng Tàu,5,,4,"Chỗ lưu trú tuyệt vời, gần biển và ngay trung tâm Vũng Tàu và các điểm check-in tiêu biểu","Dịch vụ ổn, phòng đẹp, vị trí thuận tiện","Phòng ốc sạch đẹp, hơi cũ theo thời gian
Bufet sáng đa dạng
Hồ bơi cho bé và người lớn
Nhân viên lễ Tân dễ thương",
bucket_5_random_mix,Q184,Có dịch vụ cho thuê lều trại không?,9000001043576,Moc Chau Island - Bach Long Glass Bridge,Mộc Châu,1,,3,"Nhân viên thân thiện, không thái độ cọc cằn hay gì cả 😂 mình đặt đúng lúc không phải mùa du lịch nên khá vắng nhưng vẫn đầy đủ các dịch vụ và trò chơi.",Mọi thứ hoàn hảo. Sẽ trở lại một ngày gần đây nhất.,"Nhân viên lễ tân và nhân viên hỗ trợ hành lý quá tệ, đoàn 10 cô chú già lớn tuổi (65-75 tuổi) mà không nhiệt tình, phải đợi đến khi đoàn nói cháu cầm vali cô gửi tiền mới hỗ trợ khách, quá tệ mặc dù k",
bucket_5_random_mix,Q184,Có dịch vụ cho thuê lều trại không?,3000010032998,Lak Tented Camp,Đắk Lắk,6,,5,"Đẹp tuyệt vời, nhưng sẽ hơi nóng vào mùa hè","Dich vu khong được dao tao bai ban. Chua co kinh nghiem, khong dam bao an toan khi di tren ho (thieu ao phao, cho qua so nguoi quy dinh)","Nhân viên rất thân thiện nhiệt tình, view đẹp. Cảm ơn Lak Tented Camp đã cho chúng tôi kỳ nghỉ tuyệt vời",
bucket_5_random_mix,Q184,Có dịch vụ cho thuê lều trại không?,3000010032479,Tulip City View Hotel,Lâm Đồng,10,,,"Phòng 404 nhỏ, cửa sổ trên đầu giường cách mặt đất 2m, không xem gì được, mà ngay đỉnh đầu nên sáng và nắng. Bảo vệ thân thiện, nhiệt tình. Vị trí thuận lợi, đi bộ qua chợ đêm rất gần.","Giá phòng ngày mùng 6-7 Âm lịch là 1tr4 nhưng phòng nhận được là một chỗ ngủ rất bé và thiết kế vô cùng tệ. Cửa tủ sát giường, toilet thì đối diện chỗ giường. Ko thể ngủ được luôn. Đây mà gọi là 1 căn","Các nhân viên bảo vệ thân thiện. Vị trí gần chợ, đi bộ rất tiện lợi. Phòng 305 bình thường, ở được. Phòng 404 nhỏ, không hứng lắm",
bucket_5_random_mix,Q184,Có dịch vụ cho thuê lều trại không?,3000010035116,Cao Nguyen Hotel,Buôn Ma Thuột,,6,,"Ok, sạch sẽ, lịch sự, rộng rãi","Phòng ngủ nhiều muỗi, đậu đỗ ô tô ở khách sạn còn thu phí","khách sạn muỗi nhiều, trang bị cũ kỹ",
bucket_5_random_mix,Q184,Có dịch vụ cho thuê lều trại không?,1000000505206,New Wave Hotel Vung Tau,Vũng Tàu,,3,9,"Khách sạn gần biển, băng qua đường là tới. Ăn sáng không ngon không dở, chấp nhận được. Ở phòng có 1 cánh cửa gỗ thông với phòng bên, đã được khoá bởi khách sạn, nhưng do vậy cách âm quá tệ, 23h phòng",Phòng cách âm chưa thật sự tốt ạ. Nằm trong phòng vẫn nghe tiếng ồn ở ngoài,Phòng rộng và view ok tuyệt vời,
bucket_5_random_mix,Q184,Có dịch vụ cho thuê lều trại không?,3000020008671,Duy Vinh Hotel Dalat,Lâm Đồng,7,,6,"Phòng sạch sẽ, khách sạn hỗ trợ nhận phòng trống sớm","Nhân viên khá nhiệt tình lắm, với cả gần trung tâm di chuyển thuận tiện lắm, sau lên Dalat sẽ quay lại","Tôi search từ last minutes, đầu tiên là bạn hỗ trợ check in siêu dễ thương, nhiệt tình lắm lắm. Phòng ốc sạch sẽ, toilet và khăn tắm sạch, có nước ấm sẵn. Phòng có ti vi, vị trí gần ngay khu Phan Đình",
bucket_5_random_mix,Q184,Có dịch vụ cho thuê lều trại không?,3000010034736,Hoa Lu Hotel,Ninh Bình,9,,7,Nhân viên gọi nhau khu vực hành lang hơi to làm mất sự yên tĩnh,"Vị trí tốt ngay trong khu phố cổ, nhưng phòng cách âm hơi kém, chỗ ăn sáng phải đi ra ngoài khách sạn vào khu phố cổ","Phòng ẩm, sàn nhà bẩn, đèn toilet tối, cách âm cực kì kém. 12h khuya đang ngủ nhưng phải tỉnh giấc vì các phòng bên cạnh tổ chức sinh nhật, hò hét ầm ĩ",
bucket_5_random_mix,Q184,Có dịch vụ cho thuê lều trại không?,9000001207493,La Paix Dalat,Lâm Đồng,,8,,"Nhân viên rất nhiệt tình, thân thiện, chỗ ở đẹp, cây cối thiên nhiên nhiều chỗ để chụp hình.","Đã book được phòng giá rẻ còn được up hạng phòng, hạng grand hill sáng sớm săn được cả mây và đón bình minh ngay tại phòng luôn, phòng xinh quá trời, sạch sẽ, nhân viên cũng dễ thương nữaaa, 10 đỉmmm","Khách sạn không dọn phòng, phòng thiếu tiện nghi, chỗ để xe bất tiện",
bucket_5_random_mix,Q184,Có dịch vụ cho thuê lều trại không?,1000000826592,Trai Hoa Vang Homestay Phu Yen,Phú Yên,8,,2,chưa bao giờ đặt phòng khách sạn tệ đến vậy. Không thể ngủ được đến 1h sáng mệt quá mới thiếp đi. 1. Bắt để ô tô ở ngoài đường không cho vào sân không ai coi và phải kéo vali vào quá xa 2. nệm và gối ,Chuyến du lịch Phú Yên tuyệt vời. Homestay sát bên sân bay Tuy Hoà chỉ 2km và Ga Tuy Hoà 5km. Gia đình chủ home rất thân thiện và nhiệt tình. Cho mình mượn xe đạp đi dạo vào buổi tối. Xe của mình bị h,Thân thiện nhiệt tình phòng đẹp,
bucket_5_random_mix,Q184,Có dịch vụ cho thuê lều trại không?,3000010028873,Starlight Hotel Nha Trang,Khánh Hòa,,5,,"Nhân viên nhiệt tình, vị trí gần biển rất ok","Phòng thoáng mát, sạch sẽ, có đủ vật dụng cần thiết, có cửa sổ hướng ngoài thoáng mát, nhân viên dễ thương, phòng phù hợp với ai đi 1 mình và không quá quan trọng về chỗ ở nhé!","Khá rẻ cho 1 đêm. Phòng hơi bé. Mọi thứ rất cơ bản. Có giường, có điều hoà, có máy sấy tóc. Nhà tắm cũng cơ bản. Có bệ xí, có bệ rửa mặt, có vòi hoa sen. Chủ yếu dùng cho những người ở 1-2 đêm, hoặc đ",
bucket_5_random_mix,Q184,Có dịch vụ cho thuê lều trại không?,9000003297332,Wyndham Garden Sonasea Vân Đồn,Quảng Ninh,,1,8,Sàn nhà và giường ngủ vẫn còn có cát,"Resort đẹp, mới và sạch sẽ, nhân viên thân thiện, thủ tục nhanh chóng. Điểm trừ là nằm ở bãi biển nhiều rác, nước biển đục. Ngoài ra bữa sáng rất tệ, chỉ có xúc xích, giò, chả, ngô luộc, khoai luộc, k","Nhân viên thân thiện và nhiệt tình, view ok, giá hợp lý",
bucket_5_random_mix,Q185,Tôi bị dị ứng nên cần phòng thật sạch sẽ,1000000328519,Shine Hue Hotel 2,Thành Phố Huế,7,,8,"Phòng không được sạch, sàn dơ, nhà vệ sinh bẩn và hôi. Cách âm kém, đêm tối rất ồn tiếng bar pub.","Nhân viên nhiệt tình và lịch sự. Phòng khá cơ bản, 1 giường đôi, 1 bộ bàn ghế làm việc, không gian trống khá nhiều tạo cảm giác rộng rãi. Nhà tắm hơi nhỏ, bồn tắm không giữ được nước nên kh trải nghiệ","Phòng đã sửa nhưng vẫn tệ kiểu ẩm mốc, vệ sinh phòng 2 ngày mới dọn 1 lần, giường ngủ xuống cấp lò xo nhấp nhô nằm đau hết người, thang máy chậm rì, checkin phòng lâu",
bucket_5_random_mix,Q185,Tôi bị dị ứng nên cần phòng thật sạch sẽ,9000000170775,Halios Hotel Halong,Hạ Long,8,,9,"vị trí khách sạn thuận tiện, phòng ổn, giá cả phải chăng","Nhân viên thân thiện,nhiệt tình,Không gian phòng rộng rãi,thoáng.","Không gian sạch sẽ, thoáng mát",
bucket_5_random_mix,Q185,Tôi bị dị ứng nên cần phòng thật sạch sẽ,3000020001922,Khách sạn Palago Bình Thạnh,TP Hồ Chí Minh,2,,4,"Nhân viên chuyên nghiệp, nhiệt tình. Cảm quan phủ hợp với tầm giá nên chấm điểm tốt. Đáng để lưu trú.","Phòng sạch sẽ, tiện nghi. Nhân viên nhiệt tình, quan tâm đến khách hàng.","Phòng Quá tệ, khoá toilet hư, giường không sạch sẽ, nằm lên bị dị ứng",
bucket_5_random_mix,Q185,Tôi bị dị ứng nên cần phòng thật sạch sẽ,9000000882149,Skool Plus Vung Tau,Vũng Tàu,10,8,3,"Khách sạn rất đẹp và dịch vụ rất oke, tôi sẽ quay lại vào lần sau","Nhân viên hỗ trợ nhiệt tình, phòng sạch đẹp, bữa sáng ngon","Khách sạn rộng, rất là sạch, tiện ích đầy đủ thậm chí có cả youtube prenium vs netflix sẵn. Mạng rất mạnh. Cách âm khá ổn. Giữa 2 phòng nói chuyện ko nghe thấy. Nhà vệ sinh siêu to. Tách riêng giữa ch",
bucket_5_random_mix,Q185,Tôi bị dị ứng nên cần phòng thật sạch sẽ,3000020002832,Rigel Hotel Nha Trang,Khánh Hòa,,6,,"Nhân viên thân thiện, phòng đẹp so với giá, vị trí thuận tiện, nếu có dịp sẽ quay lại nhiều lần","nhân viên phục vụ tốt, tư vấn nhiệt tình... giá cả hợp lý","mọi thứ rất tốt so với tầm giá, địa điểm đang lưu trú",
bucket_5_random_mix,Q185,Tôi bị dị ứng nên cần phòng thật sạch sẽ,3000010036740,Sandals Hotel Bao Loc,Lâm Đồng,4,,5,"Nhân viên thân thiện. Không gian/cơ sở vật chất: đẹp, thoáng. Món ăn: ngon. Nhân viên hỗ trợ: nhiệt tình, thân thiện. Điểm sáng: chất lượng pv tốt. Giá cả: phải chăng. Vị trí: đẹp, thoáng, dễ di chuyể","Nhân viên nhiệt tình, thân thiện, dễ thương","Nhân viên siêu dễ thương. Vị trí thuận tiện, lần sau sẽ quay lại",
bucket_5_random_mix,Q185,Tôi bị dị ứng nên cần phòng thật sạch sẽ,1000000561614,Swiss-Belresort Tuyen Lam Dalat,Lâm Đồng,,7,,"Mọi thứ tuyệt vời. Riêng  có đường đi vào buổi tối vào khách sạn rất tối, nếu thuê xe máy tự đi chơi như hai đứa mình thì thấy về buổi tối khá nguy hiểm. Đồ ăn sáng khá ít món so với rs khác. 
View đẹ","Chuyến đi tuyệt vời, sẽ lựa chọn lại resort lần sau","Đồ ăn tại nhà hàng ko ngon , món bò lúc lắc quá dai , tôi ăn ko cảm thấy ngon",
bucket_5_random_mix,Q185,Tôi bị dị ứng nên cần phòng thật sạch sẽ,9000005644229,Luna Sol Sunset & Firework Signature,Phú Quốc,6,,7,Vị trí thuận tiện đi lại để xem show. Khu nhà hiện đại. Nên đặt sớm để có view đẹp.,"Phòng sạch sẽ, yên tĩnh và đầy đủ tiện nghi, có ban công thoáng mát. Nhân viên rất nhiệt tình và thân thiện. Tòa nhà có hồ bơi cực chill trên sân thượng, khi lên sân thượng có thể nhìn được toàn cảnh ","Nhân viên nhiệt tình, view quá đẹp, trải nghiệm quá ok",
